Portal,ID Externo,URL,Operacion,Tipo Inmueble,Titulo,Descripcion,Precio,Moneda,Mantenimiento,Calle y Numero,Colonia,Delegacion/Municipio,Ciudad,Estado,Pais,Codigo Postal,Recamaras,Banos,Medios Banos,Estacionamientos,Terreno m2,Construccion m2,Niveles,Antiguedad,Anos Construccion,Num Fotos,Video URL,Tour 360 URL,Amenidades,Servicios,Extras,Exteriores,Ambientes Extra,Balcon,Elevador,Bodega,Estado Conservacion,Codigo Interno,Primera Vista
Propiedades.com,30327415,https://propiedades.com/inmuebles/departamento-en-venta-matias-romero-423-col-del-valle-centro-benito-juarez-03100-ciudad-de-mexico-cdmx-mexico-del-valle-centro-df-30327415#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=3,venta,departamento,"Se vende departamento en Matías Romero 423, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, Mexico, Col. Del Valle Centro, Benito Juárez, DF / CDMX, México, C.P. 03100, ID: 30327415",,12615077.0,MXN,,"Se vende departamento en Matías Romero 423, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, Mexico, Col. Del Valle Centro, Benito Juárez, DF / CDMX, México, C.P. 03100, ID: 30327415",,"Matías Romero 423, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, Mexico, Col. Del Valle Centro",,Ciudad De Mexico,México,03100,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30327414,https://propiedades.com/inmuebles/departamento-en-venta-c-antillas-408-portales-nte-benito-juarez-03303-ciudad-de-mexico-cdmx-mexico-portales-norte-df-30327414#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=6,venta,departamento,"Se vende departamento C. Antillas 408, Portales Nte, Benito Juárez, 03303 Ciudad de México, CDMX, Mexico, Col. Portales Norte, Benito Juárez, DF / CDMX, México, C.P. 03303, ID: 30327414",,7087806.0,MXN,,"Se vende departamento C. Antillas 408, Portales Nte, Benito Juárez, 03303 Ciudad de México, CDMX, Mexico, Col. Portales Norte, Benito Juárez, DF / CDMX, México, C.P. 03303, ID: 30327414",,"C. Antillas 408, Portales Nte, Benito Juárez, 03303 Ciudad de México, CDMX, Mexico, Col. Portales Norte",,Ciudad De Mexico,México,03303,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30327427,https://propiedades.com/inmuebles/departamento-en-venta-casa-del-obrero-mundial-114-codigo-2-col-del-valle-nte-benito-juarez-03103-del-valle-nte-cdmx-del-valle-norte-df-30327427#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=23,venta,departamento,"Venta de departamento Casa del Obrero Mundial 114, código 2, Col del Valle Nte, Benito Juárez, 03103 Del Valle Nte, CDMX, Col. Del Valle Norte, Benito Juárez, DF / CDMX, México, C.P. 03103, ID: 30327427",,6740000.0,MXN,,"Venta de departamento Casa del Obrero Mundial 114, código 2, Col del Valle Nte, Benito Juárez, 03103 Del Valle Nte, CDMX, Col. Del Valle Norte, Benito Juárez, DF / CDMX, México, C.P. 03103, ID: 30327427",,"Casa del Obrero Mundial 114, código 2, Col del Valle Nte, Benito Juárez, 03103 Del Valle Nte, CDMX, Col. Del Valle Norte",,Ciudad De Mexico,México,03103,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30333846,https://propiedades.com/inmuebles/departamento-en-venta-av-chapultepec-49-colonia-centro-roma-nte-cuauhtemoc-06040-ciudad-de-mexico-cdmx-roma-norte-df-30333846#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=12,venta,departamento,"Se vende departamento en Av Chapultepec 49, Colonia Centro, Roma Nte., Cuauhtémoc, 06040 Ciudad de México, CDMX, Col. Roma Norte, Cuauhtémoc, DF / CDMX, México, C.P. 06700, ID: 30333846",,6130000.0,MXN,,"Se vende departamento en Av Chapultepec 49, Colonia Centro, Roma Nte., Cuauhtémoc, 06040 Ciudad de México, CDMX, Col. Roma Norte, Cuauhtémoc, DF / CDMX, México, C.P. 06700, ID: 30333846",,"Av Chapultepec 49, Colonia Centro, Roma Nte., Cuauhtémoc, 06040 Ciudad de México, CDMX, Col. Roma Norte",,Ciudad De Mexico,México,06700,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30334082,https://propiedades.com/inmuebles/departamento-en-venta-c-monaco-320-zacahuitzco-benito-juarez-03550-ciudad-de-mexico-cdmx-zacahuitzco-df-30334082#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=4,venta,departamento,"Venta de departamento en C. Mónaco 320|, Zacahuitzco, Benito Juárez, 03550 Ciudad de México, CDMX, Col. Zacahuitzco, Benito Juárez, DF / CDMX, México, C.P. 03550, ID: 30334082",,5337116.0,MXN,,"Venta de departamento en C. Mónaco 320|, Zacahuitzco, Benito Juárez, 03550 Ciudad de México, CDMX, Col. Zacahuitzco, Benito Juárez, DF / CDMX, México, C.P. 03550, ID: 30334082",,"C. Mónaco 320|, Zacahuitzco, Benito Juárez, 03550 Ciudad de México, CDMX, Col. Zacahuitzco",,Ciudad De Mexico,México,03550,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30334330,https://propiedades.com/inmuebles/departamento-en-venta-ignacio-manuel-altamirano-39san-rafael-cuauhtemoc-06470-ciudad-de-mexico-cdmx-san-rafael-df-30334330#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=37,venta,departamento,"Venta departamento en Ignacio Manuel Altamirano 39San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, Col. San Rafael, Cuauhtémoc, DF / CDMX, México, C.P. 06470, ID: 30334330",,4650000.0,MXN,,"Venta departamento en Ignacio Manuel Altamirano 39San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, Col. San Rafael, Cuauhtémoc, DF / CDMX, México, C.P. 06470, ID: 30334330",,"Ignacio Manuel Altamirano 39San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, Col. San Rafael",,Ciudad De Mexico,México,06470,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30327417,https://propiedades.com/inmuebles/departamento-en-venta-calz-de-tlalpan-1159-san-simon-benito-juarez-03660-ciudad-de-mexico-cdmx-san-simon-ticumac-df-30327417#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=31,venta,departamento,"Departamento disponible en venta en Calz. de Tlalpan 1159, San Simón, Benito Juárez, 03660 Ciudad de México, CDMX, Col. San Simón Ticumac, Benito Juárez, DF / CDMX, México, C.P. 03660, ID: 30327417",,4300000.0,MXN,,"Departamento disponible en venta en Calz. de Tlalpan 1159, San Simón, Benito Juárez, 03660 Ciudad de México, CDMX, Col. San Simón Ticumac, Benito Juárez, DF / CDMX, México, C.P. 03660, ID: 30327417",,"Calz. de Tlalpan 1159, San Simón, Benito Juárez, 03660 Ciudad de México, CDMX, Col. San Simón Ticumac",,Ciudad De Mexico,México,03660,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30327419,https://propiedades.com/inmuebles/departamento-en-venta-xochicalco-26-narvarte-poniente-benito-juarez-03000-ciudad-de-mexico-cdmx-piedad-narvarte-df-30327419#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=24,venta,departamento,"Venta departamento en Xochicalco 26, Narvarte Poniente, Benito Juárez, 03000 Ciudad de México, CDMX, Col. Piedad Narvarte, Benito Juárez, DF / CDMX, México, C.P. 03000, ID: 30327419",,4250000.0,MXN,,"Venta departamento en Xochicalco 26, Narvarte Poniente, Benito Juárez, 03000 Ciudad de México, CDMX, Col. Piedad Narvarte, Benito Juárez, DF / CDMX, México, C.P. 03000, ID: 30327419",,"Xochicalco 26, Narvarte Poniente, Benito Juárez, 03000 Ciudad de México, CDMX, Col. Piedad Narvarte",,Ciudad De Mexico,México,03000,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30201959,https://propiedades.com/inmuebles/departamento-en-venta-hilario-perez-de-leon-84-depto-202-americas-unidas-03610-benito-juarez-cdmx-americas-unidas-df-30201959#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=40,venta,departamento,"Se vende departamento en Hilario Pérez de León #84 Depto 202, Américas Unidas, 03610, Benito Juárez, CDMX, Col. Américas Unidas, Benito Juárez, DF / CDMX, México, C.P. 03610, ID: 30201959",,3848000.0,MXN,,"Se vende departamento en Hilario Pérez de León #84 Depto 202, Américas Unidas, 03610, Benito Juárez, CDMX, Col. Américas Unidas, Benito Juárez, DF / CDMX, México, C.P. 03610, ID: 30201959",,"Hilario Pérez de León #84 Depto 202, Américas Unidas, 03610, Benito Juárez, CDMX, Col. Américas Unidas",,Ciudad De Mexico,México,03610,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30334893,https://propiedades.com/inmuebles/departamento-en-venta-jacarandas-55-san-clemente-nte-alvaro-obregon-ciudad-de-mexico-cdmx-cp-01740--san-clemente-norte-df-30334893#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=21,venta,departamento,"Jacarandas 55, San Clemente Nte, Álvaro Obregón, Ciudad de México, CDMX CP 01740 , Col. San Clemente Norte, Álvaro Obregón, DF / CDMX, México, C.P. 01740, ID: 30334893",,3842000.0,MXN,,"Jacarandas 55, San Clemente Nte, Álvaro Obregón, Ciudad de México, CDMX CP 01740 , Col. San Clemente Norte, Álvaro Obregón, DF / CDMX, México, C.P. 01740, ID: 30334893",,Álvaro Obregón,,Ciudad De Mexico,México,01740,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30334470,https://propiedades.com/inmuebles/departamento-en-venta-icacos-5854-narvarte-oriente-benito-juarez-03023-ciudad-de-mexico-cdmx-narvarte-oriente-df-30334470#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=18,venta,departamento,"Icacos 58-54, Narvarte Oriente, Benito Juárez, 03023 Ciudad de México, CDMX, Col. Narvarte Oriente, Benito Juárez, DF / CDMX, México, C.P. 03023, ID: 30334470",,3750000.0,MXN,,"Icacos 58-54, Narvarte Oriente, Benito Juárez, 03023 Ciudad de México, CDMX, Col. Narvarte Oriente, Benito Juárez, DF / CDMX, México, C.P. 03023, ID: 30334470",,"Icacos 58-54, Narvarte Oriente, Benito Juárez, 03023 Ciudad de México, CDMX, Col. Narvarte Oriente",,Ciudad De Mexico,México,03023,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30334170,https://propiedades.com/inmuebles/departamento-en-venta-calle-jose-antonio-torres-756-viaducto-piedad-iztacalco-08200-ciudad-de-mexico-cdmx-mexico-viaducto-piedad-df-30334170#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=38,venta,departamento,"Departamento en venta disponible en Calle José Antonio Torres 756, Viaducto Piedad, Iztacalco, 08200 Ciudad de México, CDMX, México, Col. Viaducto Piedad, Iztacalco, DF / CDMX, México, C.P. 08200, ID: 30334170",,3730000.0,MXN,,"Departamento en venta disponible en Calle José Antonio Torres 756, Viaducto Piedad, Iztacalco, 08200 Ciudad de México, CDMX, México, Col. Viaducto Piedad, Iztacalco, DF / CDMX, México, C.P. 08200, ID: 30334170",,"Calle José Antonio Torres 756, Viaducto Piedad, Iztacalco, 08200 Ciudad de México, CDMX, México, Col. Viaducto Piedad",,Ciudad De Mexico,México,08200,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30327541,https://propiedades.com/inmuebles/departamento-en-venta-blvd-adolfo-lopez-mateos-129-nonoalco-benito-juarez-03700-ciudad-de-mexico-cdmx-santa-maria-nonoalco-df-30327541#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=34,venta,departamento,"Blvd. Adolfo López Mateos 129, Nonoalco, Benito Juárez, 03700 Ciudad de México, CDMX, Col. Santa Maria Nonoalco, Benito Juárez, DF / CDMX, México, C.P. 03700, ID: 30327541",,3703000.0,MXN,,"Blvd. Adolfo López Mateos 129, Nonoalco, Benito Juárez, 03700 Ciudad de México, CDMX, Col. Santa Maria Nonoalco, Benito Juárez, DF / CDMX, México, C.P. 03700, ID: 30327541",,"Blvd. Adolfo López Mateos 129, Nonoalco, Benito Juárez, 03700 Ciudad de México, CDMX, Col. Santa Maria Nonoalco",,Ciudad De Mexico,México,03700,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30334141,https://propiedades.com/inmuebles/departamento-en-venta-la-coruna-35-alamos-benito-juarez-03400-ciudad-de-mexico-cdmx-alamos-df-30334141#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=30,venta,departamento,"Venta departamento en La Coruña 35, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, Col. Álamos, Benito Juárez, DF / CDMX, México, C.P. 03400, ID: 30334141",,3600000.0,MXN,,"Venta departamento en La Coruña 35, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, Col. Álamos, Benito Juárez, DF / CDMX, México, C.P. 03400, ID: 30334141",,"La Coruña 35, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, Col. Álamos",,Ciudad De Mexico,México,03400,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,29685514,https://propiedades.com/inmuebles/departamento-en-venta-av-victor-hugo-154-portales-nte-benito-juarez-03303-ciudad-de-mexico-cdmx-portales-norte-df-29685514#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=10,venta,departamento,"Se vende departamento en Av. Víctor Hugo 154, Portales Nte, Benito Juárez, 03303 Ciudad de México, CDMX, Col. Portales Norte, Benito Juárez, DF / CDMX, México, C.P. 03303, ID: 29685514",,3582000.0,MXN,,"Se vende departamento en Av. Víctor Hugo 154, Portales Nte, Benito Juárez, 03303 Ciudad de México, CDMX, Col. Portales Norte, Benito Juárez, DF / CDMX, México, C.P. 03303, ID: 29685514",,"Av. Víctor Hugo 154, Portales Nte, Benito Juárez, 03303 Ciudad de México, CDMX, Col. Portales Norte",,Ciudad De Mexico,México,03303,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,29907176,https://propiedades.com/inmuebles/departamento-en-venta-tamaulipas-13-depto-3-cuajimalpa-cdmx-cp-05000-cuajimalpa-df-29907176#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=2,venta,departamento,"Tamaulipas 13 Depto 3, Cuajimalpa, CDMX, C.P. 05000, Col. Cuajimalpa, Cuajimalpa de Morelos, DF / CDMX, México, C.P. 05000, ID: 29907176",,3529000.0,MXN,,"Tamaulipas 13 Depto 3, Cuajimalpa, CDMX, C.P. 05000, Col. Cuajimalpa, Cuajimalpa de Morelos, DF / CDMX, México, C.P. 05000, ID: 29907176",,Cuajimalpa de Morelos,,Ciudad De Mexico,México,05000,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30202076,https://propiedades.com/inmuebles/departamento-en-venta-dr-jose-terres-52-depto-401-doctores-cuauhtemoc-ciudad-de-mexico-cdmx-cp-06720-doctores-df-30202076#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=42,venta,departamento,"Se vende departamento en Dr. José Terres 52, Depto 401, Doctores, Cuauhtémoc, Ciudad de México, CDMX, C.p 06720., Col. Doctores, Cuauhtémoc, DF / CDMX, México, C.P. 06720, ID: 30202076",,3077500.0,MXN,,"Se vende departamento en Dr. José Terres 52, Depto 401, Doctores, Cuauhtémoc, Ciudad de México, CDMX, C.p 06720., Col. Doctores, Cuauhtémoc, DF / CDMX, México, C.P. 06720, ID: 30202076",,"Dr. José Terres 52, Depto 401, Doctores, Cuauhtémoc, Ciudad de México, CDMX, C.p 06720., Col. Doctores",,Ciudad De Mexico,México,06720,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30163320,https://propiedades.com/inmuebles/departamento-en-venta-avenida-te-786-dpto-310-granjas-mexico-iztacalco-cdmx-cp-08400-granjas-mexico-df-30163320#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=26,venta,departamento,"Avenida Te 786, Dpto 310, Granjas México, Iztacalco, CDMX, C.P. 08400, Col. Granjas México, Iztacalco, DF / CDMX, México, C.P. 08400, ID: 30163320",,3037000.0,MXN,,"Avenida Te 786, Dpto 310, Granjas México, Iztacalco, CDMX, C.P. 08400, Col. Granjas México, Iztacalco, DF / CDMX, México, C.P. 08400, ID: 30163320",,Iztacalco,,Ciudad De Mexico,México,08400,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30163316,https://propiedades.com/inmuebles/departamento-en-venta-encarnacion-ortiz-1860-depto-4-cosmopolita-azcapotzalco-cdmx-cp-02670-cosmopolita-df-30163316#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=1,venta,departamento,"Se vende departamento en Encarnacion Ortiz 1860 Depto 4, Cosmopolita, Azcapotzalco, CDMX, C.P. 02670, Col. Cosmopolita, Azcapotzalco, DF / CDMX, México, C.P. 02670, ID: 30163316",,3026000.0,MXN,,"Se vende departamento en Encarnacion Ortiz 1860 Depto 4, Cosmopolita, Azcapotzalco, CDMX, C.P. 02670, Col. Cosmopolita, Azcapotzalco, DF / CDMX, México, C.P. 02670, ID: 30163316",,Azcapotzalco,,Ciudad De Mexico,México,02670,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30327543,https://propiedades.com/inmuebles/departamento-en-venta-calle-republica-de-peru-87-int-14-colonia-centro-cuauhtemoc-ciudad-de-mexico-cp-06010-centro-area-2-df-30327543#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=33,venta,departamento,"Venta de departamento en Calle República de Perú 87, Int 14, Colonia Centro, Cuauhtémoc, Ciudad de México, C.P. 06010, Col. Centro (Área 2), Cuauhtémoc, DF / CDMX, México, C.P. 06010, ID: 30327543",,2917000.0,MXN,,"Venta de departamento en Calle República de Perú 87, Int 14, Colonia Centro, Cuauhtémoc, Ciudad de México, C.P. 06010, Col. Centro (Área 2), Cuauhtémoc, DF / CDMX, México, C.P. 06010, ID: 30327543",,Cuauhtémoc,,Ciudad De Mexico,México,06010,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,29533164,https://propiedades.com/inmuebles/departamento-en-venta-calzada-santa-cruz-privanza-santa-97-depto-201-torre-1-san-simon-ticumac-benito-juarez-cdmx-cp-san-simon-ticumac-df-29533164#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=19,venta,departamento,"Calzada Santa Cruz Privanza Santa 97, Depto 201 Torre 1, San Simon Ticumac, Benito Juárez, CDMX CP. , Col. San Simón Ticumac, Benito Juárez, DF / CDMX, México, C.P. 03660, ID: 29533164",,2899000.0,MXN,,"Calzada Santa Cruz Privanza Santa 97, Depto 201 Torre 1, San Simon Ticumac, Benito Juárez, CDMX CP. , Col. San Simón Ticumac, Benito Juárez, DF / CDMX, México, C.P. 03660, ID: 29533164",,"Calzada Santa Cruz Privanza Santa 97, Depto 201 Torre 1, San Simon Ticumac, Benito Juárez, CDMX CP. , Col. San Simón Ticumac",,Ciudad De Mexico,México,03660,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30321161,https://propiedades.com/inmuebles/departamento-en-venta-alberto-herrera-75-aragon-la-villa-cdmx-aragon-la-villa-df-30321161#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=22,venta,departamento,"Venta de departamento Alberto Herrera 75, Aragón La Villa, CDMX, Col. Aragón la Villa, Gustavo A. Madero, DF / CDMX, México, C.P. 07000, ID: 30321161",,2780000.0,MXN,,"Venta de departamento Alberto Herrera 75, Aragón La Villa, CDMX, Col. Aragón la Villa, Gustavo A. Madero, DF / CDMX, México, C.P. 07000, ID: 30321161",,"Alberto Herrera 75, Aragón La Villa, CDMX, Col. Aragón la Villa",,Ciudad De Mexico,México,07000,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30198091,https://propiedades.com/inmuebles/departamento-en-venta-calz-ignacio-zaragoza-838-depto-n508-edificio-n-cond-zaragoza-ampliacion-aviacion-civil-venus-ampliacion-aviacion-civil-df-30198091#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=25,venta,departamento,"Venta de departamento Calz. Ignacio Zaragoza 838, Depto N-508 Edificio N, Cond. Zaragoza, Ampliación Aviación Civil, Venus, Col. Ampliación Aviación Civil, Venustiano Carranza, DF / CDMX, México, C.P. 15750, ID: 30198091",,2738000.0,MXN,,"Venta de departamento Calz. Ignacio Zaragoza 838, Depto N-508 Edificio N, Cond. Zaragoza, Ampliación Aviación Civil, Venus, Col. Ampliación Aviación Civil, Venustiano Carranza, DF / CDMX, México, C.P. 15750, ID: 30198091",,"Calz. Ignacio Zaragoza 838, Depto N-508 Edificio N, Cond. Zaragoza, Ampliación Aviación Civil, Venus, Col. Ampliación Aviación Civil",,Ciudad De Mexico,México,15750,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30759687,https://propiedades.com/inmuebles/casa-en-venta-rio-fuerte-real-del-moral-df-30759687#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=46,venta,casa,"Venta casa en Río Fuerte, Col. Real del Moral, Iztapalapa, DF / CDMX, México, C.P. 09010, ID: 30759687",,2662200.0,MXN,,"Venta casa en Río Fuerte, Col. Real del Moral, Iztapalapa, DF / CDMX, México, C.P. 09010, ID: 30759687",,"Río Fuerte, Col. Real del Moral",,Ciudad De Mexico,México,09010,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30680376,https://propiedades.com/inmuebles/departamento-en-venta-avenida-canal-de-san-juan-agricola-oriental-df-30680376#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=43,venta,departamento,"Se vende departamento en Avenida Canal de San Juan , Col. Agrícola Oriental, Iztacalco, DF / CDMX, México, C.P. 08500, ID: 30680376",,2351100.0,MXN,,"Se vende departamento en Avenida Canal de San Juan , Col. Agrícola Oriental, Iztacalco, DF / CDMX, México, C.P. 08500, ID: 30680376",,"Avenida Canal de San Juan , Col. Agrícola Oriental",,Ciudad De Mexico,México,08500,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30287792,https://propiedades.com/inmuebles/departamento-en-venta-avenida-ingeniero-jesus-galindo-y-villa-285-depto-203-torre-d-jardin-balbuena-venustiano-carranza-jardin-balbuena-df-30287792#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=15,venta,departamento,"Departamento en venta, Avenida Ingeniero Jesus Galindo Y Villa 285, Depto 203 Torre D, Jardin Balbuena, Venustiano Carranza, Col. Jardín Balbuena, Venustiano Carranza, DF / CDMX, México, C.P. 15900, ID: 30287792",,2320000.0,MXN,,"Departamento en venta, Avenida Ingeniero Jesus Galindo Y Villa 285, Depto 203 Torre D, Jardin Balbuena, Venustiano Carranza, Col. Jardín Balbuena, Venustiano Carranza, DF / CDMX, México, C.P. 15900, ID: 30287792",,"Avenida Ingeniero Jesus Galindo Y Villa 285, Depto 203 Torre D, Jardin Balbuena, Venustiano Carranza, Col. Jardín Balbuena",,Ciudad De Mexico,México,15900,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,29546412,https://propiedades.com/inmuebles/departamento-en-venta-av-granjas-538-dpto-306d-santo-tomas-azcapotzalco-cdmx-cp-02020-santo-tomas-df-29546412#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=5,venta,departamento,"Venta departamento en Av. Granjas 538, Dpto 306D, Santo Tomas, Azcapotzalco, CDMX, C.P. 02020, Col. Santo Tomas, Azcapotzalco, DF / CDMX, México, C.P. 02020, ID: 29546412",,2157000.0,MXN,,"Venta departamento en Av. Granjas 538, Dpto 306D, Santo Tomas, Azcapotzalco, CDMX, C.P. 02020, Col. Santo Tomas, Azcapotzalco, DF / CDMX, México, C.P. 02020, ID: 29546412",,Azcapotzalco,,Ciudad De Mexico,México,02020,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,29759728,https://propiedades.com/inmuebles/departamento-en-venta-francisco-landino-50-depto-409-lt-3-miguel-hidalgo-tlahuac-cdmx-cp-13200-miguel-hidalgo-df-29759728#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=29,venta,departamento,"Departamento en venta, Francisco Landino 50 Depto 409 Lt 3, Miguel Hidalgo, Tláhuac, CDMX, C.P. 13200, Col. Miguel Hidalgo, Tláhuac, DF / CDMX, México, C.P. 13200, ID: 29759728",,2013000.0,MXN,,"Departamento en venta, Francisco Landino 50 Depto 409 Lt 3, Miguel Hidalgo, Tláhuac, CDMX, C.P. 13200, Col. Miguel Hidalgo, Tláhuac, DF / CDMX, México, C.P. 13200, ID: 29759728",,Tláhuac,,Ciudad De Mexico,México,13200,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,30665847,https://propiedades.com/inmuebles/departamento-en-venta-jose-vasconcelos--santisima-trinidad-df-30665847#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=45,venta,departamento,"Departamento en venta, José Vasconcelos , Col. Santísima Trinidad, Tlalpan, DF / CDMX, México, C.P. 14429, ID: 30665847",,1917420.0,MXN,,"Departamento en venta, José Vasconcelos , Col. Santísima Trinidad, Tlalpan, DF / CDMX, México, C.P. 14429, ID: 30665847",,"José Vasconcelos , Col. Santísima Trinidad",,Ciudad De Mexico,México,14429,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
Propiedades.com,29739107,https://propiedades.com/inmuebles/departamento-en-venta-av-centenario-283-edifh4-depto24-lomas-de-plateros-01480-alvaro-obregon-cdmx-lomas-de-plateros-df-29739107#area=inmuebles-en-venta-en-ciudad-de-mexico&pos=9,venta,departamento,"Se vende departamento en Av Centenario #283, Edif-H4 Depto-24, Lomas de Plateros, 01480, Álvaro Obregón, CDMX, Col. Lomas de Plateros, Álvaro Obregón, DF / CDMX, México, C.P. 01480, ID: 29739107",,1884000.0,MXN,,"Se vende departamento en Av Centenario #283, Edif-H4 Depto-24, Lomas de Plateros, 01480, Álvaro Obregón, CDMX, Col. Lomas de Plateros, Álvaro Obregón, DF / CDMX, México, C.P. 01480, ID: 29739107",,"Av Centenario #283, Edif-H4 Depto-24, Lomas de Plateros, 01480, Álvaro Obregón, CDMX, Col. Lomas de Plateros",,Ciudad De Mexico,México,01480,,,,,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T00:58:43
